CODIGO INMUEBLE;ESTADO;NOMBRE SEDE;DIRECCIÓN SEDE;TELÉFONO FIJO;TELÉFONO MÓVIL;POBLACIÓN;PROVINCIA;ACTIVIDAD;AMBITO;ÁREA;"ENLACE PRAL
AMT 2012";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2012";"ADM
BACKUP";BW BACKUP;"ENLACE PRAL
AMT 2018";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2018";"ADM
BACKUP";BW BACKUP;MIGRACIÓN;CODIGO HOSTNAME;AMBITO;NEMONICO;CRITICIDAD SERVICIO;DISP.;CARPETA;MON.;DOC.;ESQ.
2428;ALTA;C.E.I.P. Lucas Arribas - Morata de Jalon;Camino Baldio s/n;976605293;0;Morata de Jalon;Zaragoza;C.E.I.P. Lucas Arribas - Morata de Jalon;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-MOR2428-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2429;ALTA;C.E.I.P. San Nicasio - Novillas;C/ Camino de Mallen 40;976861197;0;Novillas;Zaragoza;C.E.I.P. San Nicasio - Novillas;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-NOV2429-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2430;ALTA;C.E.I.P. la Portalada - Pastriz;Avda. Santa Ana 1;976583049;0;Pastriz;Zaragoza;C.E.I.P. la Portalada - Pastriz;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-PAS2430-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2431;ALTA;C.E.I.P. Cervantes - Pedrola;C/ Progreso 6;976615281;0;Pedrola;Zaragoza;C.E.I.P. Cervantes - Pedrola;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-PED2431-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2432;ALTA;C.E.I.P. Miguel Artigas - Pinseque;Paseo de los Estudiantes s/n;976617373;0;Pinseque;Zaragoza;C.E.I.P. Miguel Artigas - Pinseque;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-PIN2432-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2433;ALTA;C.E.I.P. Joaquin Costa - Pradilla de Ebro;C/ Joaquin Costa 73;976860216;0;Pradilla de Ebro;Zaragoza;C.E.I.P. Joaquin Costa - Pradilla de Ebro;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-PRA2433-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2434;ALTA;C.E.I.P. los Albares - Puebla de Alfinden (La);C/ Rosalia de Castro 2;976107767;0;La Puebla de Alfinden;Zaragoza;C.E.I.P. los Albares - Puebla de Alfinden (La);EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-LA 2434-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2435;ALTA;C.E.I.P. Fernando El Catolico - Quinto;C/ San Quintin Debon 1;976177302;0;Quinto;Zaragoza;C.E.I.P. Fernando El Catolico - Quinto;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-QUI2435-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2436;ALTA;C.E.I.P. Alfredo Muiños - Remolinos;C/ Escuelas Nuevas s/n;976618356;0;Remolinos;Zaragoza;C.E.I.P. Alfredo Muiños - Remolinos;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-REM2436-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2437;ALTA;C.E.I.P. Maestro Monreal - Ricla;C/ Joaquin Artigas Lausin 2;976606294;0;Ricla;Zaragoza;C.E.I.P. Maestro Monreal - Ricla;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-RIC2437-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2438;ALTA;C.E.I.P. Daniel Federio - Sastago;Avda. Escuelas 1-3;976178100;0;Sastago;Zaragoza;C.E.I.P. Daniel Federio - Sastago;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-SAS2438-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2439;ALTA;C.E.I.P. Subpradel - Sobradiel;C/ Conde 2;976139116;0;Sobradiel;Zaragoza;C.E.I.P. Subpradel - Sobradiel;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-SOB2439-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2440;ALTA;C.E.I.P. Isidoro Gil de Jaz - Sos del Rey Catolico;Plaza de la Villa 2;948888202;0;Sos del Rey Catolico;Zaragoza;C.E.I.P. Isidoro Gil de Jaz - Sos del Rey Catolico;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-SOS2440-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2441;ALTA;E.H. Manuela Perez de Biel - Sos del Rey Catolico;Plaza de la Villa 2;948888020;0;Sos del Rey Catolico;Zaragoza;E.H. Manuela Perez de Biel - Sos del Rey Catolico;EDUCACIÓN;;;;;;;;;;;;;;;Z-SOS2441-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2442;ALTA;C.E.I.P. Joaquin Costa - Tarazona;Avda. Navarra 21;976640614;0;Tarazona;Zaragoza;C.E.I.P. Joaquin Costa - Tarazona;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-TAR2442-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2443;ALTA;C.E.I.P. Moncayo - Tarazona;Avda. la Paz, 10;976641685;0;Tarazona;Zaragoza;C.E.I.P. Moncayo - Tarazona;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-TAR2443-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2444;ALTA;C.E.I.P. Alfonso I El Batallador - Tauste;C/ Jose Maria Conget, s/n;976854192;0;Tauste;Zaragoza;C.E.I.P. Alfonso I El Batallador - Tauste;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-TAU2444-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2445;ALTA;C.E.I.P. Montes del Castellar - Torres de Berrellen;C/ Garfilan, 37;976653110;0;Torres de Berrellen;Zaragoza;C.E.I.P. Montes del Castellar - Torres de Berrellen;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-TOR2445-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2446;ALTA;C.E.I.P. de Tosos - Tosos;Ctra. Cariñena, 18;976147022;0;Tosos;Zaragoza;C.E.I.P. de Tosos - Tosos;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-TOS2446-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2447;ALTA;C.E.I.P. Miguel Artazos Tame - Utebo;C/ Zaragoza, s/n;976771128;0;Utebo;Zaragoza;C.E.I.P. Miguel Artazos Tame - Utebo;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-UTE2447-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2448;ALTA;C.E.I.P. Pintor Pradilla - Villanueva de Gallego;C/ Pirineos, 10;976180178;0;Villanueva de Gallego;Zaragoza;C.E.I.P. Pintor Pradilla - Villanueva de Gallego;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-VIL2448-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2449;ALTA;C.E.I.P. San Blas - Villanueva de Huerva;Avda. Zaragoza 29;976143493;0;Villanueva de Huerva;Zaragoza;C.E.I.P. San Blas - Villanueva de Huerva;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-VIL2449-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2450;ALTA;C.E.I.P. Fernando El Catolico - Villarreal de Huerva;C/ En Medio s/n;976807069;0;Villarreal de Huerva;Zaragoza;C.E.I.P. Fernando El Catolico - Villarreal de Huerva;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-VIL2450-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2451;ALTA;C.E.I.P. angel Escoriaza - Cartuja Baja;C/ Juan de Las Viñas s/n;976500484;0;Cartuja Baja;Zaragoza;C.E.I.P. angel Escoriaza - Cartuja Baja;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-CAR2451-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2452;ALTA;C.E.I.P. Ricardo Mur - Casetas;C/ Galicia 2;976788846;0;Zaragoza;Zaragoza;C.E.I.P. Ricardo Mur - Casetas;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2452-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2453;ALTA;C.E.I.P. Gustavo Adolfo Becquer - Garrapinillos;Avda. de la Jota s/n;976780345;0;Garrapinillos;Zaragoza;C.E.I.P. Gustavo Adolfo Becquer - Garrapinillos;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-GAR2453-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2454;ALTA;C.E.I.P. Julian Nieto Tapia - Zaragoza;Camino del Pilon 150;976340620;0;Zaragoza;Zaragoza;C.E.I.P. Julian Nieto Tapia - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2454-;-;-;ESTANDAR;12X5;;mon;doc;esq
2455;ALTA;C.E.I.P. Hermanos Argensola - Montañana;C/ Escuelas 23;976575325;0;Montañana;Zaragoza;C.E.I.P. Hermanos Argensola - Montañana;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-MON2455-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2456;ALTA;C.E.I.P. Fernandez Vizarra - Monzalbarba;C/ Gaspar de Pex 3;976785828;0;Monzalbarba;Zaragoza;C.E.I.P. Fernandez Vizarra - Monzalbarba;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-MON2456-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2457;ALTA;C.E.I.P. la Almozara - Zaragoza;C/ Bonn 7;976433595;0;Zaragoza;Zaragoza;C.E.I.P. la Almozara - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2457-;-;-;ESTANDAR;12X5;;mon;doc;esq
2458;ALTA;I.E.S. Corona de Aragon - Zaragoza;C/ Corona de Aragon 35;976467000;0;Zaragoza;Zaragoza;I.E.S. Corona de Aragon - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2458-;-;-;ESTANDAR;12X5;;mon;doc;esq
2459;ALTA;C.E.I.P. Eugenio Lopez y Lopez - Zaragoza;C/ Cañon de Añisclo s/n;976518555;0;Zaragoza;Zaragoza;C.E.I.P. Eugenio Lopez y Lopez - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2459-;-;-;ESTANDAR;12X5;;mon;doc;esq
2460;ALTA;I.E.S. Miguel Servet - Zaragoza;Paseo Ruiseñores 49-51;976259383;0;Zaragoza;Zaragoza;I.E.S. Miguel Servet - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2460-;-;-;ESTANDAR;12X5;;mon;doc;esq
2461;ALTA;I.E.S. Ramon Pignatelli - Zaragoza;C/ Jarque del Moncayo, 17;976333878;0;Zaragoza;Zaragoza;I.E.S. Ramon Pignatelli - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2461-;-;-;ESTANDAR;12X5;;mon;doc;esq
2462;ALTA;I.E.S. Goya - Zaragoza;Avda. Goya, 45;976557023;0;Zaragoza;Zaragoza;I.E.S. Goya - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2462-;-;-;ESTANDAR;12X5;;mon;doc;esq
2463;ALTA;I.E.S. Jeronimo Zurita - Zaragoza;Avda. Juan Carlos I 11;976353361;0;Zaragoza;Zaragoza;I.E.S. Jeronimo Zurita - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2463-;-;-;ESTANDAR;12X5;;mon;doc;esq
2464;ALTA;I.E.S. Pedro de Luna - Zaragoza;C/ Universidad 2;976290249;0;Zaragoza;Zaragoza;I.E.S. Pedro de Luna - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2464-;-;-;ESTANDAR;12X5;;mon;doc;esq
2465;ALTA;C.E.I.P. Cesareo Alierta - Zaragoza;C/ Pedro Iii El Grande, 4;976557935;0;Zaragoza;Zaragoza;C.E.I.P. Cesareo Alierta - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2465-;-;-;ESTANDAR;12X5;;mon;doc;esq
2466;ALTA;C.E.I.P. Doctor Azua - Zaragoza;C/ Pedro Iii El Grande, 4;976306592;0;Zaragoza;Zaragoza;C.E.I.P. Doctor Azua - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2466-;-;-;ESTANDAR;12X5;;mon;doc;esq
2467;ALTA;C.E.I.P. Aragon - Monzon;C/ Calvario, 13;974400314;0;Monzon;Huesca;C.E.I.P. Aragon - Monzon;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-MON2467-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2468;ALTA;C.E.I.P. Monte Oroel - Jaca;Avda. Juan Xxiii, 48;974356459;0;Jaca;Huesca;C.E.I.P. Monte Oroel - Jaca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC2468-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2469;ALTA;I.E.S. Lucas Mallada - Huesca;C/ Torre Mendoza, 2;974244834;0;Huesca;Huesca;I.E.S. Lucas Mallada - Huesca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE2469-;-;-;ESTANDAR;12X5;;mon;doc;esq
2470;ALTA;Servicio Provincial de Educacion de Huesca (Antiguo);Plaza Cervantes 1;0;0;Huesca;Huesca;Servicio Provincial de Educacion de Huesca (Antiguo);EDUCACIÓN;;;;;;;;;;;;;;;H-HUE2470-;-;-;ESTANDAR;12X5;;mon;doc;esq
2471;ALTA;C.E.I.P. El Parque - Huesca;C/ Valentin Carderera, 6;974221038;0;Huesca;Huesca;C.E.I.P. El Parque - Huesca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE2471-;-;-;ESTANDAR;12X5;;mon;doc;esq
2472;ALTA;I.E.S. Martinez Vargas - Barbastro;Camino de la Boquera s/n;974310294;0;Barbastro;Huesca;I.E.S. Martinez Vargas - Barbastro;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR2472-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2473;ALTA;C.E.I.P. San Juan Bautista - Zaidin;Avda. San Antonio Abad 37;974478208;0;Zaidin;Huesca;C.E.I.P. San Juan Bautista - Zaidin;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ZAI2473-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2474;ALTA;C.E.I.P. Miguel Servet - Villanueva de Sigena;C/ El Salvador 5;974578420;0;Villanueva de Sigena;Huesca;C.E.I.P. Miguel Servet - Villanueva de Sigena;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-VIL2474-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2475;ALTA;C.E.I.P. Collarada - Villanua;C/ Camino la Fuente s/n;974378043;0;Villanua;Huesca;C.E.I.P. Collarada - Villanua;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-VIL2475-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2476;ALTA;C.E.I.P. San Miguel - Tamarite de Litera;C/ la Colomina s/n;974420371;0;Tamarite de Litera;Huesca;C.E.I.P. San Miguel - Tamarite de Litera;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-TAM2476-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2477;ALTA;C.E.I.P. Alberto Galindo - Sena;Avda. Huesca s/n;974578345;0;Sena;Huesca;C.E.I.P. Alberto Galindo - Sena;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SEN2477-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2478;ALTA;C.E.I.P. la Laguna - Sariñena;Plaza Mayoral Antonio Susin 2-3;974571314;0;Sariñena;Huesca;C.E.I.P. la Laguna - Sariñena;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAR2478-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2479;ALTA;C.E.I.P. Miguel Servet - Senegue;C/ San Miguel s/n;974484300;0;Senegue;Huesca;C.E.I.P. Miguel Servet - Senegue;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SEN2479-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2480;ALTA;I.E.S. San Alberto Magno - Sabiñanigo;Paseo de la Corona 2;974480179;0;Sabiñanigo;Huesca;I.E.S. San Alberto Magno - Sabiñanigo;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAB2480-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2481;ALTA;C.E.I.P. Puente Sardas - Sabiñanigo;C/ Derechos Humanos 3;974480462;0;Sabiñanigo;Huesca;C.E.I.P. Puente Sardas - Sabiñanigo;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAB2481-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2482;ALTA;C.E.I.P. Montecorona - Sabiñanigo;C/ Ciudad de Billere 18;974480715;0;Sabiñanigo;Huesca;C.E.I.P. Montecorona - Sabiñanigo;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAB2482-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2483;ALTA;C.R.A. Cinca-Cinqueta - Saravillo;C/ Mayor s/n;974506225;0;Saravillo;Huesca;C.R.A. Cinca-Cinqueta - Saravillo;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAR2483-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2484;ALTA;C.R.A. Cinca-Cinqueta - Lafortunada;Avda. Ainsa s/n;0;0;Lafortunada;Huesca;C.R.A. Cinca-Cinqueta - Lafortunada;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LAF2484-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2485;ALTA;C.R.A. Cinca-Cinqueta - Escalona;Ctra. de Francia s/n;0;0;Escalona;Huesca;C.R.A. Cinca-Cinqueta - Escalona;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ESC2485-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2486;ALTA;C.R.A. Cinca-Cinqueta - San Juan de Plan;Plaza Mayor s/n;974506252;0;San Juan de Plan;Huesca;C.R.A. Cinca-Cinqueta - San Juan de Plan;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAN2486-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2487;ALTA;C.R.A. Cinca-Cinqueta - Plan;C/ Alta s/n;974506161;0;Plan;Huesca;C.R.A. Cinca-Cinqueta - Plan;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PLA2487-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2488;ALTA;C.R.A. Cinca-Cinqueta - Laspuña;C/ Cantonada s/n;974505057;0;Laspuña;Huesca;C.R.A. Cinca-Cinqueta - Laspuña;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LAS2488-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2489;ALTA;C.R.A. Cinca-Cinqueta - Bielsa;C/ Calvario s/n;974501018;0;Bielsa;Huesca;C.R.A. Cinca-Cinqueta - Bielsa;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BIE2489-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2490;ALTA;C.E.I.P. San Gregorio - Ontiñena;C/ Calvario 8;974468552;0;Ontiñena;Huesca;C.E.I.P. San Gregorio - Ontiñena;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ONT2490-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2491;ALTA;C.E.I.P. Joaquin Costa - Monzon;Avda. Goya 2;974400819;0;Monzon;Huesca;C.E.I.P. Joaquin Costa - Monzon;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-MON2491-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2492;ALTA;I.E.S. Jose Mor de Fuentes - Monzon;Avda. del Pueyo 89;974401630;0;Monzon;Huesca;I.E.S. Jose Mor de Fuentes - Monzon;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-MON2492-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2493;ALTA;C.E.I.P. San Gines - Lupiñen;C/ unica 2;974270024;0;Lupiñen;Huesca;C.E.I.P. San Gines - Lupiñen;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LUP2493-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2494;ALTA;C.R.A. Monegros Norte - San Juan del Flumen;C/ Monegros s/n;974572213;0;San Juan del Flumen;Huesca;C.R.A. Monegros Norte - San Juan del Flumen;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAN2494-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2495;ALTA;C.R.A. Monegros Norte - Pallaruelo de Monegros;C/ Mayor s/n;974570855;0;Pallaruelo de Monegros;Huesca;C.R.A. Monegros Norte - Pallaruelo de Monegros;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PAL2495-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2496;ALTA;C.R.A. Monegros Norte - Orillena;C/ Escuelas s/n;974574870;0;Orillena;Huesca;C.R.A. Monegros Norte - Orillena;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ORI2496-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2497;ALTA;C.R.A. Monegros Norte - Cartuja de Monegros (La);C/ Mayor s/n;974574481;0;La Cartuja de Monegros;Huesca;C.R.A. Monegros Norte - Cartuja de Monegros (La);EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LA 2497-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2498;ALTA;C.E.I.P. Cesar Augusto - Zaragoza;C/ Pedro Iii El Grande 5;976563216;0;Zaragoza;Zaragoza;C.E.I.P. Cesar Augusto - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2498-;-;-;ESTANDAR;12X5;;mon;doc;esq
2499;ALTA;C.E.I.P. Eliseo Godoy Beltran - Zaragoza;C/ Asin y Palacios 19;976560875;0;Zaragoza;Zaragoza;C.E.I.P. Eliseo Godoy Beltran - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2499-;-;-;ESTANDAR;12X5;;mon;doc;esq
2500;ALTA;I.E.S. El Portillo - Zaragoza;C/ Juan Xxiii 3;976336433;0;Zaragoza;Zaragoza;I.E.S. El Portillo - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2500-;-;-;ESTANDAR;12X5;;mon;doc;esq
2501;ALTA;I.E.S. Luis Buñuel - Zaragoza;C/ Sierra de Vicor 20;976433477;0;Zaragoza;Zaragoza;I.E.S. Luis Buñuel - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2501-;-;-;ESTANDAR;12X5;;mon;doc;esq
2502;ALTA;Escuela de Arte Zaragoza - Zaragoza;C/ Maria Zambrano 5;976506624;0;Zaragoza;Zaragoza;Escuela de Arte Zaragoza - Zaragoza;EDUCACIÓN;;;;;;;;;;;;;;;Z-ZAR2502-;-;-;ESTANDAR;12X5;;mon;doc;esq
2503;ALTA;C.E.I.P. Odon de Buen - Zuera;C/ Jorge Luna 15;976680114;0;Zuera;Zaragoza;C.E.I.P. Odon de Buen - Zuera;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZUE2503-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2504;ALTA;I.E.S. Maria Moliner - Zaragoza;C/ San Vicente Ferrer 6;976331803;0;Zaragoza;Zaragoza;I.E.S. Maria Moliner - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2504-;-;-;ESTANDAR;12X5;;mon;doc;esq
2505;ALTA;C.E.I.P. Augusta Bilbilis - Calatayud;C/ Aragon s/n;976881743;0;Calatayud;Zaragoza;C.E.I.P. Augusta Bilbilis - Calatayud;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-CAL2505-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2506;ALTA;C.E.I.P. Rector Mames Esperabe ;Ctra. de Erla 50;976661323;0;Ejea de los Caballeros;Zaragoza;C.E.I.P. Rector Mames Esperabe;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-EJE2506-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2507;ALTA;C.E.I.P. Ramiro Solans - Zaragoza;C/ Teodora Lamadrid 61;976344865;0;Zaragoza;Zaragoza;C.E.I.P. Ramiro Solans - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2507-;-;-;ESTANDAR;12X5;;mon;doc;esq
2508;ALTA;Servicio Provincial de Educacion de Zaragoza - Zaragoza;C/ Juan Pablo Ii 20;0;0;Zaragoza;Zaragoza;Servicio Provincial de Educacion;EDUCACIÓN;;;;;;;;;;;;;;;Z-ZAR2508-;-;-;ESTANDAR;12X5;;mon;doc;esq
2509;ALTA;I.E.S. Rio Arba - Tauste;Avda. del Pilar s/n;976854020;0;Tauste;Zaragoza;I.E.S. Rio Arba - Tauste;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-TAU2509-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2510;ALTA;C.E.I.P. Santa Engracia - Santa Engracia;C/ Ronda de Mediodia s/n;976856809;0;Santa Engracia;Zaragoza;C.E.I.P. Santa Engracia - Santa Engracia;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-SAN2510-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2511;ALTA;C.E.I.P. Ramon y Cajal - Cuarte de Huerva;C/ Ramon y Cajal 53;976463295;0;Cuarte de Huerva;Zaragoza;C.E.I.P. Ramon y Cajal - Cuarte de Huerva;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-CUA2511-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2512;ALTA;I.E.S. Cinco Villas - Ejea de los Caballeros;Paseo de la Constitucion 122;976660008;0;Ejea de los Caballeros;Zaragoza;I.E.S. Cinco Villas - Ejea de los Caballeros;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-EJE2512-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2513;ALTA;I.E.S. Jose Manuel Blecua - Zaragoza;C/ Cuarta Avda. 13;976258620;0;Zaragoza;Zaragoza;I.E.S. Jose Manuel Blecua - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2513-;-;-;ESTANDAR;12X5;;mon;doc;esq
2514;ALTA;I.E.S. Pablo Gargallo - Zaragoza;Camino Miraflores 13;976385012;0;Zaragoza;Zaragoza;I.E.S. Pablo Gargallo - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2514-;-;-;ESTANDAR;12X5;;mon;doc;esq
2515;ALTA;C.E.I.P. Torre Ramona - Zaragoza;C/ Batalla de Lepanto 40;976418477;0;Zaragoza;Zaragoza;C.E.I.P. Torre Ramona - Zaragoza;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR2515-;-;-;ESTANDAR;12X5;;mon;doc;esq
